Gene,ALL1,ALL2
Y08639_at,192,153
Y08836_at,440,254
Y08837_at,-82,-65
Y08915_at,804,475
Y08976_at,1975,1484
Y08991_at,233,226
Y08999_at,-238,-337
Y09022_at,-86,81
Y09216_at,1118,441
Y09267_at,101,-34
Y09305_at,105,132
Y09306_at,116,109
Y09321_at,-151,-15
Y09443_at,257,216
Y09561_at,-300,-342
Y09615_at,84,56
Y09616_at,1927,1333
Y09836_at,-60,-236
Y09858_at,31,240
Y09912_rna1_at,-766,-523
Y09980_rna4_at,53,-28
Y10032_at,203,307
Y10055_at,303,360
Y10202_at,-44,-30
Y10204_at,62,-4
Y10205_at,94,92
Y10207_at,378,349
Y10209_at,412,263
Y10210_at,-257,-91
Y10256_at,226,-297
Y10260_at,-154,56
Y10275_at,130,86
Y10313_at,217,160
Y10376_at,1071,979
Y10505_at,196,193
Y10506_at,-3,-56
Y10510_at,18,39
Y10511_at,84,97
Y10512_at,-1,14
Y10515_at,-208,-128
Y10517_at,56,2
Y10518_at,75,58
Y10571_at,80,46
Y10615_at,164,25
Y10659_at,-13,17
Y10812_at,114,-186
Y10871_at,1125,703
Y10936_at,83,431
Y11174_at,-23,-84
Y11180_at,91,56
Y11215_at,604,11
Y11251_at,248,166
Y11306_rna1_at,397,444
Y11416_at,-139,-564
Y11651_at,162,93
Y11681_at,1158,1022
Y11709_at,-469,-173
Y11710_rna1_at,1222,537
Y11897_at,845,536
Y11999_at,-477,-172
Y12394_at,250,169
Y12478_at,-520,-329
Y12556_at,-784,-324
Y12670_at,600,337
Y12711_at,139,143
Y12812_at,-32,-21
Y12856_at,377,598
Y13115_at,236,191
Y13153_at,25,93
Y13247_at,997,238
Y13620_at,193,677
Y13896_at,54,-21
Y14140_at,1607,1089
Z11502_at,-186,-4
Z11559_at,115,157
Z11695_at,-67,2
Z11697_at,125,773
Z11737_at,-366,-769
Z11793_at,49,-13
Z11850_at,-114,-150
Z12173_at,-15,-7
Z12830_at,223,216
Z12962_at,16258,14570
Z14000_at,1979,1644
Z14093_at,-419,-499
Z14244_at,1295,1692
Z14982_rna1_at,1655,1065
Z15005_at,250,-7
Z15108_at,-302,-237
Z15114_at,978,499
Z17227_at,345,148
Z18859_rna1_at,254,140
Z18948_at,-168,-265
Z18951_at,31,38
Z18954_at,164,27
Z19002_at,-658,-228
Z19574_rna1_at,-482,-251
Z19585_at,-166,-145
Z21488_at,738,351
Z21507_at,1820,3141
Z21707_at,-153,-139
Z21966_at,84,31
Z22534_at,47,-12
Z22535_at,-33,2
Z22536_at,425,366
Z22548_at,-360,-346
Z22551_at,247,222
Z22555_at,1946,624
Z22780_at,-22,43
Z22865_at,56,26
Z22970_at,146,55
Z23064_at,1732,1146
Z23090_at,3215,1582
Z23115_at,747,1043
Z24459_xpt5_at,27,69
Z24680_at,217,166
Z24724_at,53,70
Z24725_at,110,72
Z24727_at,74,27
Z25535_at,208,184
Z25749_rna1_at,8616,10125
Z25884_at,808,518
Z26256_at,-290,37
Z26317_at,75,102
Z26634_at,35,75
Z26653_at,-66,-43
Z26876_at,14113,15157
Z27113_at,951,1266
Z28339_at,100,22
Z28407_at,8868,11636
Z29064_at,396,655
Z29067_at,26,20
Z29074_at,-460,-460
Z29077_xpt1_at,-54,134
Z29083_at,7,-19
Z29090_at,241,252
Z29331_at,-67,9
Z29481_at,674,54
Z29505_at,3115,2989
Z29572_at,83,136
Z29574_at,200,204
Z29678_at,508,430
Z30425_at,486,270
Z30426_at,989,2541
Z31357_at,466,530
Z32684_at,20,11
Z32765_at,1986,1875
Z33642_at,-46,131
Z33905_at,-209,-223
Z34897_at,206,242
Z34918_at,360,70
Z34975_at,-116,24
Z35093_at,477,734
Z35102_at,536,120
Z35227_at,451,2723
Z35278_at,66,349
Z35307_at,196,144
Z35309_at,43,-414
Z35491_at,93,544
Z36531_at,148,112
Z36714_at,-232,-481
Z36715_at,748,558
Z37166_at,4181,4510
Z37976_at,201,381
Z37986_at,1633,1767
Z38026_at,-263,-194
Z46376_rna1_at,-207,78
Z46629_at,-18,34
Z46788_at,-146,-42
Z46967_at,-138,-173
Z46973_at,2038,114
Z47043_at,-27,-143
Z47087_at,512,626
Z47553_at,122,104
Z47727_at,627,880
Z48042_at,1565,1315
Z48051_rna1_at,99,91
Z48054_at,310,833
Z48199_at,529,315
Z48475_at,-1282,-1574
Z48481_at,638,233
Z48510_at,-41,-19
Z48511_at,191,69
Z48512_at,323,240
Z48520_at,-48,35
Z48541_at,164,72
Z48570_at,27,97
Z48579_at,255,-7
Z48605_at,122,47
Z48633_at,1248,542
Z48804_at,-21,-96
Z48923_at,199,304
Z48950_at,8463,18588
Z49099_at,1281,1310
Z49155_at,234,-68
Z49194_at,1656,-10
Z49205_at,-44,0
Z49208_at,-74,43
Z49254_at,1054,1100
Z49269_at,-459,-239
Z49878_at,574,526
Z49989_at,159,-235
Z49995_at,-210,-213
Z50022_at,579,1732
Z50053_at,173,39
Z50194_at,-37,-17
Z50749_at,254,393
Z50781_at,2845,3388
Z50853_at,433,1188
Z56281_at,671,624
Z67743_at,569,536
Z68129_cds1_at,1032,453
Z68204_at,127,136
Z68747_at,163,14
Z69720_at,392,365
Z69881_at,1766,2015
Z69915_at,617,451
Z69923_at,7,-153
Z70219_at,506,344
Z70220_at,-624,-176
Z70222_at,-776,-464
Z70295_at,-47,-53
Z70723_at,1,-31
Z70759_at,16514,15019
Z71389_at,-34,-80
Z71460_at,1675,1443
Z72499_at,753,1302
Z73497_at,-466,-666
Z73677_at,302,366
Z73903_at,-520,-197
Z75330_at,48,65
Z78289_at,264,177
Z78290_at,-10,-6
Z78291_at,-156,-197
Z79581_at,-60,91
Z80776_at,-42,101
Z80777_at,31,-168
Z80788_at,-103,-135
Z81326_at,-153,-145
Z83741_at,-110,-17
Z83742_at,66,159
Z83745_at,50,-37
Z83799_at,-430,-431
Z83800_at,-41,-38
Z83802_at,45,57
Z83803_at,-1020,-878
Z83804_at,-24,-43
Z83805_at,-193,-906
Z83806_at,-45,1
Z83821_cds2_at,7,285
Z84483_at,154,91
Z84718_cds1_at,-1187,-735
Z84721_cds1_at,302,294
Z84721_cds2_at,8656,13285
Z84722_at,-156,-241
Z93784_at,434,506
Z95624_at,116,94
Z96810_at,-122,-40
Z97054_xpt2_at,398,649
Z97074_at,188,147
AB002332_at,179,29
AB002533_at,10933,14011
AB006782_at,5096,3141
AF001548_rna1_at,150,197
D00860_at,613,447
D10040_at,71,282
D10925_at,-574,-190
D13146_cds1_at,2343,2230
D16105_at,983,876
D16480_at,-247,367
D16481_at,297,372
D17532_at,192,-135
D21235_at,1120,847
D25304_at,937,371
D26070_at,650,807
D28791_at,-65,163
D29805_at,3263,3592
D31889_at,154,373
D38073_at,994,539
D38081_at,105,140
D38122_at,36,56
D38502_at,-210,-109
D43968_at,81,95
D45132_at,619,124
D50405_at,1013,780
D50550_at,-285,-412
D64108_at,-60,33
D80000_at,129,193
D82347_at,28,33
D83646_at,252,66
D86550_at,579,1606
D86958_at,164,158
D86988_at,804,1447
D87002_cds2_at,-262,-419
HG162-HT3165_at,318,49
HG2465-HT4871_at,204,99
HG2743-HT2845_at,184,126
HG2841-HT2970_at,72,17
HG2846-HT2983_at,275,344
HG3543-HT3739_at,900,376
HG3859-HT4129_at,168,36
HG4679-HT5104_at,23,0
HG651-HT4201_at,1295,1127
J00220_cds4_at,-138,-146
J02783_at,103,488
J02986_cds1_at,252,89
J03027_at,138,3
J04168_at,114,56
J04182_at,854,1675
J04449_at,-587,-324
J04513_at,-45,37
J05633_at,-61,-94
K01900_at,108,135
K02766_at,11,103
L00058_at,98,244
L00205_at,339,86
L04282_at,609,547
L04569_at,-689,-132
L04731_at,960,529
L04751_at,13,-66
L06133_at,7,44
L07615_at,73,17
L07648_at,39,363
L07919_at,89,-44
L08895_at,3822,0
L10413_at,1922,917
L11066_at,1208,1584
L11284_at,675,416
L11702_at,143,41
L12052_at,-110,-114
L13744_at,50,170
L13773_at,639,501
L20688_at,14552,18931
L20860_at,77,-58
L20965_at,599,594
L21998_at,151,456
L22454_at,458,217
L22569_at,-309,-333
L33075_at,2414,1034
L35263_at,221,248
L36870_at,216,-130
L40397_at,310,936
L43576_at,108,248
L46353_at,-31,13
L49380_at,2763,2199
L76517_at,580,221
L76569_at,-28,-34
L76627_at,-95,-85
L78833_cds1_at,158,55
M12783_at,-450,-277
M13577_at,-402,-229
M14123_xpt1_at,-2,-62
M14745_at,516,312
M14758_at,68,-7
M15169_at,86,-17
M16276_at,598,-70
M16342_at,1430,2014
M19154_at,34,0
M20566_at,-64,-88
M21535_at,389,82
M24283_at,124,366
M24900_at,560,279
M27691_at,145,22
M31724_at,996,852
M34276_at,384,313
M34715_at,168,91
M37712_at,375,20
M38258_at,412,162
M55683_at,-157,-117
M58026_at,199,199
M60503_at,142,16
M60828_at,56,24
M61853_at,72,43
M64231_rna1_at,279,214
M65062_at,-266,-88
M69013_at,670,331
M69181_at,872,507
M73548_at,125,-13
M76729_at,-663,-571
M81883_at,62,50
M83664_at,430,89
M84424_at,259,140
M85289_at,-112,-483
M87770_at,275,75
M91463_rna1_at,458,345
M93651_at,2392,4588
M94046_at,4353,5115
M94055_at,-18,-8
M96843_at,206,443
M97252_at,-266,-65
M97676_at,560,263
S41458_at,316,65
S60415_at,-183,-183
S66427_at,123,316
S66896_at,42,40
S68805_at,47,6
S69369_at,-241,0
S76638_at,162,34
S77410_at,37,-6
S78234_at,37,95
U04636_rna1_at,-27,23
U07139_at,-167,88
U08021_at,-752,-408
U09279_at,49,50
U09609_at,141,85
U10886_at,103,56
U11287_at,-76,-7
U12767_at,73,183
U13022_at,262,269
U14394_at,811,482
U16307_at,7,58
U17838_at,668,161
U17969_at,1145,1988
U18259_at,540,-120
U18422_at,-150,447
U18550_at,-510,169
U20760_at,158,52
U20938_at,35,255
U22680_at,-161,-116
U22815_at,43,-26
U22816_at,31,50
U25771_at,201,178
U25988_at,1083,1447
U26424_at,113,63
U28049_at,344,176
U28055_at,45,71
U31556_at,513,272
U33632_at,54,27
U33841_at,611,35
U34587_at,640,111
U35376_at,-18,0
U36341_rna1_at,849,659
U37146_at,569,1162
U37426_at,138,-37
U38276_at,644,757
U38291_rna1_at,287,545
U40571_at,106,55
U40705_at,-38,-19
U41518_at,448,260
U41654_at,656,998
U41740_at,191,186
U43653_at,-158,-101
U47077_at,251,318
U47292_at,56,32
U49516_at,-83,-61
U50196_at,238,228
U53204_at,1860,1351
U57627_at,-74,-98
U58675_cds1_at,-25,-52
U58675_cds2_at,428,373
U60061_at,126,131
U61500_at,192,112
U61981_at,115,88
U62438_at,40,3
U67615_at,8,7
U72649_at,2344,4202
U73936_at,-72,-1
U74324_at,7,-153
U82467_at,-147,-73
U83171_at,1391,1170
U94832_at,456,459
U94836_at,-47,-142
U95626_rna3_at,-27,-31
U96131_at,288,284
U96136_at,26,13
V00536_rna1_at,75,102
X02160_at,2864,90
X02883_at,-90,-73
X03350_at,53,90
X04526_at,2762,2064
X05309_at,114,66
X05610_at,439,235
X06268_at,173,146
X07203_at,280,7
X12671_rna1_at,3354,5648
X14766_at,695,406
X15422_at,88,36
X15675_at,-189,-51
X16281_at,-58,-6
X16323_at,10,12
X16866_at,47,-15
X17360_rna1_at,283,208
X52022_at,96,-25
X52075_rna1_at,9,0
X52228_at,-318,-17
X54741_at,-1062,-1549
X55005_rna1_at,432,391
X55990_rna1_at,320,257
X56841_at,1370,2601
X57985_rna2_at,469,81
X58072_at,-31,404
X59739_at,30,190
X63468_at,219,84
X63717_at,313,175
X64994_at,249,126
X65463_at,-311,372
X65488_at,1245,1820
X65857_at,294,53
X66087_at,98,105
X66785_at,1854,1435
X70811_at,190,206
X71661_at,-43,40
X72727_at,2182,2724
X72889_at,653,733
X73478_at,922,1338
X74142_at,35,-14
X75918_at,-30,65
X77753_at,167,50
X78338_at,872,1197
X78686_at,131,22
X78932_at,-11,20
X80818_at,3506,2649
X81625_at,256,401
X82209_at,-150,-263
X82835_at,-63,-38
X83228_at,-111,-62
X89430_at,357,-40
X90392_at,478,81
X92368_at,32,21
X95525_at,67,-8
X95677_at,119,141
X99975_at,66,-21
Y00264_at,320,34
Y07909_at,83,11
Y09445_at,-588,-263
Z15115_at,8444,1920
Z18956_at,107,114
Z23091_rna1_at,-24,-51
Z31695_at,-573,-235
Z48482_at,-502,-166
Z74615_at,954,1749
D86974_at,21011,25240
HG2157-HT2227_at,-34,-80
J03060_at,-370,-182
L41390_at,124,118
M37485_cds1_at,-310,-120
S62907_s_at,-87,-63
AB000381_s_at,29,8
AB000410_s_at,-336,-361
AB000816_s_at,-30,-5
AB005535_s_at,-16,-53
AB002356_s_at,1813,1033
X95808_s_at,708,175
Y12393_s_at,112,240
AB006781_s_at,3,70
Z49107_s_at,3226,2033
AC000063_s_at,414,299
AC002045_xpt2_s_at,2538,3684
S62027_s_at,-77,-30
AC002477_s_at,840,752
AD000092_cds7_s_at,58,128
D10667_s_at,-145,-75
AF001787_s_at,-178,-63
S76853_s_at,10,0
AF012024_s_at,257,46
AJ000099_s_at,987,713
D00408_at,-58,19
D00408_s_at,315,78
D00003_at,-963,-592
D00003_s_at,2,-21
X83416_s_at,117,494
M23178_s_at,68,840
D00097_s_at,-240,-78
X02419_rna1_s_at,104,1
M18700_s_at,577,511
Y00097_s_at,918,1217
M37271_s_at,667,1439
D00749_s_at,1897,3753
X15331_s_at,1262,915
L09229_s_at,879,549
X62429_s_at,40,6
L32832_s_at,-16,175
D10326_s_at,-2598,-2822
D10537_s_at,334,434
L24893_s_at,0,-43
D10922_s_at,-26,-29
L06797_s_at,9144,4090
L09230_s_at,-192,-64
D11327_s_at,180,604
D12620_s_at,-11,45
D12775_s_at,381,329
M19650_s_at,198,283
S50017_s_at,496,471
M15465_s_at,285,299
D79206_s_at,639,635
HG1686-HT4572_s_at,-191,-33
D13413_rna1_s_at,17139,21863
D13631_s_at,835,492
D13638_s_at,-26,-16
D13666_s_at,1,27
D13705_s_at,519,701
D13720_s_at,312,396
D13814_s_at,242,28
HG1400-HT1400_s_at,447,344
HG2348-HT2444_s_at,339,-241
HG3362-HT3539_s_at,263,325
HG1699-HT1704_s_at,-94,-25
U41766_s_at,-23,39
D14826_s_at,49,252
S68271_s_at,1,308
HG2075-HT2137_s_at,-50,-75
X52213_s_at,-321,-313
Z49835_s_at,922,1230
HG4541-HT4946_s_at,2215,2320
D16611_s_at,154,62
D16688_s_at,-139,320
D16827_s_at,-319,-141
D17408_s_at,-26,-53
X83929_s_at,4,-64
U00802_s_at,109,-483
Z11685_s_at,108,175
S69231_s_at,-171,-242
D17570_s_at,-209,-171
X91653_s_at,240,76
D21241_xpt1_s_at,212,57
U23850_s_at,409,147
D26155_s_at,72,138
D26156_s_at,1595,822
U62293_rna1_s_at,-158,59
X77922_s_at,105,53
D87716_s_at,66,144
D26535_s_at,725,282
L15326_s_at,-145,-170
D28235_s_at,17,10
D28473_s_at,469,249
D28539_s_at,-61,-22
X59842_rna1_s_at,8,324
S78467_s_at,19,117
D29640_s_at,462,307
D29675_at,-152,-164
D29675_s_at,796,815
U34380_rna1_s_at,383,356
U10473_s_at,-23,50
X14085_s_at,1337,1001
L00190_s_at,140,39
L27624_s_at,-15,-13
D30715_xpt5_s_at,456,147
D31628_s_at,1,2
X68688_rna1_s_at,303,1
D31833_s_at,-260,-178
L10377_s_at,-244,-46
D31840_s_at,491,334
S79862_s_at,-11,0
X82279_s_at,132,23
D32002_s_at,-423,-407
HG4312-HT4582_s_at,3049,11476
D37781_s_at,24,65
HG4169-HT4439_s_at,-4,5
D37984_s_at,31,46
X62153_s_at,1242,895
U27325_s_at,1194,848
U11821_s_at,23,20
D38163_s_at,-103,-117
D38251_s_at,567,913
S68874_s_at,555,688
D38496_s_at,197,300
U38964_s_at,968,309
D38537_s_at,9,-117
S78771_s_at,1557,2653
D42040_s_at,698,1736
Z84497_s_at,1162,1803
D43682_s_at,1524,1980
X90976_s_at,-867,-464
X89109_s_at,1329,3045
U23736_s_at,-83,-127
M19311_at,-175,-23
M19311_s_at,6616,6774
D45917_s_at,68,144
D49354_s_at,202,101
D49372_s_at,285,71
D49487_s_at,503,229
D49824_at,-1317,-1374
D49824_s_at,31086,29288
L38593_s_at,62,198
U50079_s_at,1621,1542
D50477_s_at,-100,159
X86371_s_at,539,305
Z75190_s_at,159,0
D50855_s_at,131,57
U58046_s_at,281,405
D55643_s_at,151,62
D63479_s_at,947,813
D63861_s_at,138,181
D63882_s_at,-14,-87
D63940_s_at,-145,-41
S82447_s_at,109,380
M96954_s_at,606,591
Z79693_s_at,30,39
Y10807_s_at,3143,3567
D78132_s_at,518,952
D78577_s_at,4256,2627
D79984_s_at,342,401
S78271_s_at,230,247
U50822_rna1_s_at,-80,-116
D83017_s_at,96,63
D83260_s_at,855,380
D85131_s_at,129,1244
D85425_s_at,-65,-323
D85759_s_at,-343,-94
U52373_s_at,69,-67
D86043_s_at,36,54
Y10375_s_at,68,81
D86062_s_at,-380,-103
D86096_cds1_s_at,164,43
HG3238-HT4861_s_at,74,-110
X83857_s_at,42,-86
D86331_s_at,186,230
U19713_s_at,1418,2683
Z35085_s_at,644,647
U65533_s_at,-215,-429
X51755_cds5_s_at,-359,-312
U52191_s_at,573,15
L33930_s_at,5191,9
Y08682_rna1_s_at,29,309
D88155_s_at,-6,23
D89377_at,314,276
D89377_s_at,31,55
Z74792_s_at,338,82
X17059_s_at,148,128
D90070_s_at,474,434
J03260_s_at,199,178
HG1728-HT1734_at,-165,-131
HG1728-HT1734_s_at,1455,2094
D90279_s_at,-11,-65
M64710_s_at,-577,-123
HG2271-HT2367_at,-320,-283
HG2271-HT2367_s_at,-545,-252
X55448_cds1_s_at,1696,1517
HG110-HT110_s_at,1861,999
HG1140-HT4817_s_at,171,302
HG1227-HT1227_s_at,-342,-139
M19828_s_at,-796,-356
HG1322-HT5143_s_at,4557,5356
HG1327-HT1327_s_at,-74,15
M25079_s_at,17602,9868
HG1428-HT1428_s_at,17962,16964
HG1437-HT1437_s_at,-544,-411
HG1471-HT3923_s_at,485,523
HG1496-HT1496_s_at,57,117
X57351_at,2476,6070
X57351_s_at,16489,22665
HG1595-HT4788_s_at,1780,1711
M76125_s_at,-106,-105
HG167-HT167_s_at,-678,-616
HG1747-HT1764_s_at,307,183
HG1751-HT1768_at,539,329
HG1751-HT1768_s_at,-321,-140
U19247_rna1_s_at,233,477
HG1761-HT1778_s_at,7,102
HG1763-HT1780_s_at,462,8
J03915_s_at,550,12
U47025_s_at,945,680
M14199_s_at,16528,18688
U43901_rna1_s_at,18573,18421
HG1783-HT1803_s_at,144,34
HG1827-HT1856_s_at,164,31
U24183_s_at,63,-26
M29874_s_at,220,-10
HG1877-HT1917_s_at,267,99
Z26248_s_at,-254,-412
HG2007-HT2056_s_at,2,-12
HG2090-HT2152_s_at,268,155
HG210-HT210_s_at,182,151
HG2175-HT2245_s_at,132,117
HG2197-HT2267_s_at,182,215
HG2238-HT2321_s_at,2097,1094
HG4069-HT4339_s_at,553,406
HG2259-HT2348_s_at,-16,-372
HG2260-HT2349_s_at,-50,-17
HG2261-HT2351_s_at,53,14
M86757_s_at,-925,-353
HG2358-HT4858_s_at,-704,-665
L14778_s_at,1727,300
HG2367-HT2463_s_at,22,21
HG2379-HT3996_s_at,-403,-219
HG2379-HT3997_s_at,144,175
HG2380-HT2476_s_at,117,73
HG2383-HT4824_s_at,19,43
HG2414-HT2510_s_at,-732,-720
HG243-HT243_s_at,682,431
HG2441-HT2537_s_at,270,107
X52611_s_at,-154,-219
U10099_s_at,168,-246
HG2479-HT2575_at,-111,-19
HG2479-HT2575_s_at,193,74
L08835_rna2_s_at,1240,521
M87313_s_at,80,-301
S52028_s_at,25,48
L26584_s_at,36,-8
X06182_s_at,74,-4
HG2562-HT2658_s_at,8,38
X13451_s_at,-175,-60
HG2564-HT2660_s_at,-62,9
X16666_s_at,-396,-282
X52009_s_at,141,-20
HG2591-HT2687_s_at,-836,-775
U22376_cds2_s_at,3105,1118
M29037_s_at,64,51
X55019_s_at,721,454
HG2639-HT2735_s_at,683,702
HG2649-HT2745_s_at,150,180
U48705_rna1_s_at,309,-185
M90391_s_at,2,55
HG2705-HT2801_s_at,1327,808
HG273-HT273_at,-288,-465
HG273-HT273_s_at,539,456
HG2730-HT2827_s_at,192,67
HG2730-HT2828_s_at,-49,174
M58569_s_at,-107,-47
X16609_s_at,-62,-33
HG274-HT274_s_at,395,357
HG2743-HT2846_s_at,140,8
HG2743-HT3926_s_at,-21,-90
M83216_s_at,-112,-91
HG2797-HT2906_s_at,-32,83
HG2797-HT2905_at,-603,-534
HG2797-HT2905_s_at,-85,-126
M91556_s_at,18,62
M13452_s_at,509,393
HG2809-HT2920_s_at,721,386
X04654_s_at,3726,2769
HG2815-HT2931_at,10557,11742
HG2815-HT2931_s_at,2089,2324
HG2815-HT4023_s_at,13706,14719
M58509_cds1_s_at,-1136,-622
HG2841-HT2969_s_at,58,39
U22961_s_at,197,-5
HG2841-HT2968_s_at,163,168
J00139_s_at,96,21
HG2850-HT4814_s_at,38,100
HG2868-HT3012_s_at,1060,404
M89914_s_at,-330,-201
HG2981-HT3127_s_at,31,7
HG2981-HT3938_s_at,-373,-122
HG2981-HT3125_s_at,-16,152
HG2987-HT3136_s_at,270,54
HG2994-HT4850_s_at,1495,356
X52896_s_at,127,-201
U77846_rna1_at,256,144
U77846_rna1_s_at,629,309
HG2999-HT4756_s_at,211,242
L07807_s_at,-243,716
HG3044-HT3742_s_at,-125,-141
X02761_s_at,-212,-309
HG3075-HT3236_s_at,324,91
HG3076-HT3238_s_at,4094,4069
HG3085-HT3254_s_at,82,87
X75755_rna1_s_at,588,840
HG3105-HT3281_s_at,71,106
HG3107-HT3283_s_at,497,570
HG3125-HT3301_s_at,157,58
HG3148-HT3324_s_at,11,87
HG3187-HT3366_s_at,-222,-150
M31520_rna1_at,266,330
M31520_rna1_s_at,8818,9644
HG3242-HT4231_s_at,-128,83
HG3242-HT3419_s_at,282,3
U05572_s_at,-471,162
HG3319-HT3496_s_at,596,508
HG3327-HT3504_s_at,-1198,-897
HG3342-HT3519_s_at,392,520
M97016_s_at,-385,-432
HG3395-HT3573_s_at,74,260
X68505_s_at,151,35
HG3412-HT3593_s_at,251,-100
HG3417-HT3600_s_at,183,195
HG3426-HT3610_s_at,259,166
HG3431-HT3616_s_at,2,17
HG3432-HT3620_s_at,139,144
HG3437-HT3628_s_at,276,218
HG3484-HT3678_s_at,588,2427
HG3523-HT4899_s_at,893,1175
M13929_s_at,253,223
J03242_s_at,683,313
M17863_s_at,286,195
HG36-HT4101_s_at,266,219
HG3638-HT3849_s_at,441,22
HG3638-HT3993_s_at,264,-26
HG3703-HT3915_s_at,-7,-87
J04093_s_at,49,-11
HG371-HT1063_s_at,-13,-29
HG371-HT26388_at,-2817,-3297
HG371-HT26388_s_at,406,239
HG3725-HT3981_s_at,413,279
HG3730-HT4000_s_at,1237,-354
S80267_s_at,854,112
U10687_s_at,315,158
HG3914-HT4184_s_at,-822,-697
HG3920-HT4521_s_at,569,462
HG3925-HT4195_at,96,-27
HG3925-HT4195_s_at,-128,10
HG3928-HT4198_at,210,-428
HG3928-HT4198_s_at,-789,-511
HG3954-HT4224_s_at,-140,18
X77588_s_at,1094,648
HG4011-HT4804_s_at,1428,879
HG4020-HT4290_s_at,2394,1048
M74509_s_at,904,1083
HG4063-HT4333_s_at,144,45
HG4094-HT4364_s_at,107,154
HG4099-HT4369_s_at,-435,-550
M13150_s_at,62,-57
HG4116-HT4386_s_at,-147,-141
HG4113-HT4383_s_at,519,617
HG4120-HT4392_s_at,211,137
HG4155-HT4425_s_at,-110,-100
HG417-HT417_s_at,356,790
L13266_s_at,169,121
U09937_rna1_s_at,730,1245
M20867_s_at,618,974
HG4264-HT4534_s_at,809,629
HG4318-HT4588_s_at,219,415
HG4334-HT4604_s_at,5,311
HG4517-HT4920_s_at,29,56
HG4535-HT4940_s_at,1449,1043
U19251_s_at,233,105
HG4668-HT5083_s_at,293,309
M57464_s_at,238,162
HG4683-HT5108_s_at,-51,-576
HG4755-HT5203_s_at,303,198
HG4757-HT5207_s_at,365,208
M79463_s_at,581,372
M82827_s_at,-92,4
HG627-HT5097_s_at,1744,1451
HG627-HT5098_s_at,41,242
X54867_s_at,-38,50
X57110_s_at,322,36
L07261_s_at,287,297
HG651-HT5209_s_at,451,-17
Z68280_cds2_s_at,1486,1092
X07618_s_at,411,221
HG721-HT4828_s_at,401,345
HG721-HT4827_s_at,364,176
HG759-HT759_s_at,-105,-156
HG855-HT855_s_at,52,68
HG862-HT862_s_at,-255,-276
HG880-HT880_at,-7,-294
HG880-HT880_s_at,-422,-577
HG884-HT884_s_at,284,408
L08096_s_at,499,-26
HG944-HT944_s_at,-950,-778
S76942_s_at,1254,433
HG945-HT945_s_at,49,66
X54457_s_at,-463,-206
X77777_s_at,-545,-65
HG982-HT982_s_at,437,357
HG998-HT998_s_at,285,631
M10277_s_at,15216,15643
M97935_s_at,509,286
X01038_rna1_s_at,-244,-290
J00105_s_at,21909,21319
J00116_s_at,-268,-77
V00535_rna2_s_at,115,5
J00219_s_at,-27,-17
L00022_s_at,-524,-110
S71043_rna1_s_at,3245,1353
M87789_s_at,3326,5768
J00268_s_at,882,40
V00594_at,-2532,-1278
V00594_s_at,1024,5031
V00574_s_at,-80,166
M29386_s_at,192,132
V00599_s_at,16077,7162
J02621_s_at,2006,4549
J02683_s_at,5765,4837
J02758_s_at,182,153
X05130_s_at,834,1630
M27436_s_at,160,17
J02871_s_at,8,-91
M13232_s_at,61,58
M22403_s_at,-70,39
J02947_s_at,-70,-151
J02960_cds1_s_at,158,-26
M29610_at,285,165
M29610_s_at,151,47
U05255_at,-129,-127
U05255_s_at,-526,-1379
M17446_s_at,-284,-135
Y00339_s_at,-17,-17
U50327_s_at,226,703
J03077_s_at,1584,6035
J03241_s_at,363,339
U07804_s_at,-40,-19
U07806_s_at,1158,651
J03263_s_at,323,842
Z74616_s_at,55,-88
X51441_at,113,203
X51441_s_at,-567,-799
L25878_s_at,-134,-35
Y00285_s_at,878,919
M26004_s_at,-32,19
S62696_s_at,-244,-116
M17183_s_at,110,0
M24351_cds3_s_at,111,60
M31551_s_at,-214,-185
J03626_rna1_s_at,77,-94
X57579_s_at,177,350
U01691_s_at,775,389
X04729_s_at,345,63
J03778_s_at,-61,-107
M21119_s_at,-9,253
M24349_s_at,-20,39
M26958_s_at,27,21
J03805_s_at,613,332
M96233_s_at,344,724
U72648_s_at,-880,-606
J05253_s_at,270,204
J03934_s_at,22,-133
J04029_s_at,497,491
J04046_s_at,971,1835
M69203_s_at,214,279
J04130_s_at,938,1080
J04152_rna1_s_at,-35,-43
M61827_rna1_s_at,2010,2020
X14684_s_at,1113,823
J04430_s_at,256,333
U75272_s_at,440,249
M27968_s_at,79,-79
X17567_s_at,3196,5953
X52979_rna1_s_at,1962,1932
S40719_s_at,1662,1431
J04617_s_at,14391,12824
X03689_s_at,23239,22321
J04810_s_at,-80,26
J05016_rna1_s_at,187,80
J05036_s_at,58,146
J05200_rna1_s_at,-202,-191
J05252_s_at,68,-107
J05582_s_at,-131,-158
M32304_s_at,398,908
X53002_s_at,191,210
M34996_s_at,5357,829
K01160_s_at,81,-3
S77835_s_at,-193,-55
X00695_s_at,102,44
X02176_s_at,-40,-28
K02777_s_at,285,310
M13058_s_at,360,132
M69197_xpt2_s_at,113,249
K03494_s_at,-1301,-880
K03498_xpt1_s_at,469,285
M26901_s_at,258,40
M21642_at,-75,44
M21642_s_at,60,75
X69920_s_at,206,227
L00634_s_at,310,324
X66113_s_at,344,329
L03411_s_at,-59,12
L03840_s_at,139,297
U09851_s_at,220,222
